Age,Gender,Occasion,Preferences,Hobbies,Job,Past Gifts,Price Range,Suggested Gifts
46,Non-binary,Corporate,Music,Archery,Politician,Portable Speaker,"₹5000-₹10,000",Action Figures
41,Male,Farewell,Fitness,Reading,Business Owner,Customized Notebook,₹100-₹500,Luxury Pen
6,Female,Acheivement,Fashion,Martial Arts,Teacher,Subscription Box,"₹10,000-₹20,000",Customized Notebook
61,Male,Festival,Adventure,Knitting,Researcher,VR Headset,"₹20,000+",Wireless Charger
13,Non-binary,Appreciation,Home Decor,Travel Blogging,Fashion Designer,Customized Notebook,"₹10,000-₹20,000",Leather Wallet
12,Other,Milestone Hitting,Fashion,Martial Arts,Engineer,Book,₹100-₹500,Smart Speaker
5,Other,Milestone Hitting,Anime & Comics,Writing,Teacher,Concert Tickets,₹2000-₹5000,Customized Notebook
51,Prefer not to say,Wedding,Fitness,Martial Arts,Stock Trader,Concert Tickets,"₹5000-₹10,000",Board Game
28,Prefer not to say,Retirement,Anime & Comics,Martial Arts,Musician,Board Game,"₹5000-₹10,000",Personalized Keychain
59,Male,Retirement,Gaming,Podcasting,Researcher,Headphones,₹500-₹2000,Handmade Soap Set
46,Male,Housewarming,Music,Singing,Astronomer,Sports Jersey,"₹10,000-₹20,000",Noise-Canceling Headphones
63,Other,Appreciation,Books,Martial Arts,Researcher,Headphones,"₹5000-₹10,000",Subscription Box
67,Prefer not to say,Baby Shower,Art,Sports,Teacher,Perfume,"₹20,000+",Jewelry
68,Female,Graduation,Science & Space,Fishing,Veterinarian,Gift Card,"₹5000-₹10,000",Subscription Box
45,Non-binary,Corporate,Fitness,Writing,Artist,Backpack,"₹10,000-₹20,000",Action Figures
74,Female,Wedding,Productivity,Photography,Actor,Shoes,₹2000-₹5000,Gift Card
42,Prefer not to say,Acheivement,Home Decor,Singing,Artist,Concert Tickets,"₹5000-₹10,000",Handbag
10,Non-binary,Wedding,Fashion,Photography,Therapist,Perfume,₹100-₹500,Smart Speaker
67,Female,Birthday,Self-care,Woodworking,Writer,Handbag,₹100-₹500,Wireless Charger
78,Other,Anniversary,Pets,Baking,Politician,Candle Set,₹2000-₹5000,Bluetooth Earbuds
39,Prefer not to say,Anniversary,Fashion,Painting,Designer,Gaming Console,₹500-₹2000,Laptop Stand
42,Prefer not to say,Success,Fitness,Writing,Fashion Designer,Skincare Set,₹100-₹500,Handmade Soap Set
70,Non-binary,Bachelorette,Pets,Singing,Musician,Wireless Charger,"₹10,000-₹20,000",Skincare Set
5,Other,Graduation,Fitness,Archery,Stock Trader,Portable Speaker,"₹10,000-₹20,000",Camping Gear
12,Prefer not to say,Housewarming,Collectibles,Knitting,Politician,Coffee Maker,₹100-₹500,Painting Kit
8,Other,Farewell,Collectibles,Martial Arts,Scientist,Limited Edition Sneakers,"₹20,000+",Sunglasses
47,Male,Baby Shower,Eco-friendly,Yoga,Business Owner,Book,₹500-₹2000,Limited Edition Sneakers
69,Female,Success,Eco-friendly,Reading,Musician,Pet Accessories,"₹5000-₹10,000",Painting Kit
59,Non-binary,Appreciation,Fitness,Painting,Lawyer,Smartwatch,"₹5000-₹10,000",Fitness Tracker
11,Non-binary,Birthday,Art,Calligraphy,Astronomer,Fitness Tracker,"₹10,000-₹20,000",Wireless Charger
66,Prefer not to say,Retirement,Spirituality,Sports,Fashion Designer,Gaming Console,₹500-₹2000,Mini Projector
39,Female,Acheivement,Pets,Yoga,Musician,Limited Edition Sneakers,"₹10,000-₹20,000",Succulent Plant Set
6,Male,Birthday,Gaming,Yoga,Psychologist,VR Headset,₹500-₹2000,Drone
25,Other,Milestone Hitting,Eco-friendly,Robotics,Engineer,VR Headset,₹500-₹2000,Vinyl Records
32,Non-binary,Housewarming,Self-care,Baking,Pilot,Backpack,₹100-₹500,Puzzle Set
36,Female,Birthday,Pets,Baking,Business Owner,Backpack,"₹20,000+",Jewelry
9,Female,Farewell,Pets,Hiking,Scientist,Smartwatch,"₹10,000-₹20,000",Portable Speaker
12,Male,Wedding,Travel,Baking,Stock Trader,Candle Set,₹2000-₹5000,Vinyl Records
65,Non-binary,Appreciation,Travel,Robotics,Stock Trader,Personalized Mug,₹2000-₹5000,Succulent Plant Set
37,Male,Retirement,Gourmet,Singing,Teacher,Handbag,₹2000-₹5000,Mini Projector
5,Other,Anniversary,Travel,Singing,Fashion Designer,Handbag,₹100-₹500,Handmade Soap Set
47,Non-binary,Acheivement,Productivity,Meditation,Fashion Designer,Coffee Maker,"₹10,000-₹20,000",Fitness Tracker
24,Male,Birthday,Collectibles,Archery,Researcher,Book,₹100-₹500,Gaming Console
43,Other,Baby Shower,Adventure,Cooking,Scientist,Pet Accessories,"₹5000-₹10,000",Sunglasses
65,Female,Farewell,Travel,Photography,Musician,Personalized Mug,₹500-₹2000,Headphones
50,Other,Success,Anime & Comics,Car Collecting,Teacher,Concert Tickets,₹500-₹2000,Comic Books
11,Prefer not to say,Retirement,Adventure,Baking,Biotechnologist,Sports Jersey,"₹10,000-₹20,000",Smart Home Device
12,Female,Anniversary,Luxury,Car Collecting,Designer,Headphones,"₹20,000+",Smart Speaker
15,Female,Baby Shower,DIY,Photography,Doctor,Fitness Tracker,"₹20,000+",Noise-Canceling Headphones
18,Prefer not to say,Corporate,Home Decor,Dancing,Artist,Skincare Set,"₹5000-₹10,000",Bluetooth Earbuds
43,Female,Baby Shower,Spirituality,Car Collecting,Business Owner,Limited Edition Sneakers,"₹10,000-₹20,000",Candle Set
60,Other,Farewell,Anime & Comics,Writing,Doctor,Smartwatch,"₹10,000-₹20,000",Fitness Tracker
78,Prefer not to say,Appreciation,Books,Martial Arts,Therapist,Personalized Mug,"₹10,000-₹20,000",Customized Notebook
76,Non-binary,Festival,Science & Space,Gaming,Musician,Perfume,₹500-₹2000,Leather Wallet
45,Male,Baby Shower,Collectibles,Writing,Biotechnologist,Skincare Set,₹500-₹2000,Vinyl Records
19,Prefer not to say,Retirement,Home Decor,Sports,Lawyer,Gift Card,"₹5000-₹10,000",Comic Books
15,Prefer not to say,Retirement,Music,Woodworking,Biotechnologist,Handbag,"₹10,000-₹20,000",Vinyl Records
76,Male,Success,Luxury,Woodworking,Scientist,Fitness Tracker,"₹20,000+",Smart Home Device
66,Other,Retirement,Anime & Comics,Travel Blogging,Fashion Designer,Sports Jersey,₹100-₹500,Personalized Mug
80,Non-binary,Birthday,Self-care,Painting,Teacher,Pet Accessories,₹100-₹500,E-Reader
29,Prefer not to say,Success,Fitness,Dancing,Business Owner,Personalized Mug,"₹5000-₹10,000",Portable Speaker
15,Non-binary,Wedding,Travel,Car Collecting,Entrepreneur,Subscription Box,"₹5000-₹10,000",Fitness Tracker
53,Female,Baby Shower,Self-care,Cycling,Chef,Shoes,₹2000-₹5000,Bluetooth Earbuds
49,Non-binary,Appreciation,Home Decor,Cycling,Veterinarian,Perfume,₹100-₹500,DIY Craft Kit
58,Other,Festival,Eco-friendly,Hiking,Stock Trader,Shoes,₹100-₹500,Painting Kit
71,Non-binary,Bachelorette,DIY,Hiking,Artist,Limited Edition Sneakers,₹2000-₹5000,Fitness Tracker
16,Male,Bachelorette,Spirituality,Archery,Writer,Candle Set,₹500-₹2000,Digital Drawing Tablet
78,Other,Baby Shower,Anime & Comics,Car Collecting,Pilot,Sports Jersey,₹100-₹500,Smart Speaker
72,Non-binary,Appreciation,Gourmet,Gaming,Biotechnologist,Drone,₹2000-₹5000,Coffee Maker
70,Male,Bachelorette,Luxury,Robotics,Lawyer,Board Game,₹2000-₹5000,Tea Collection Set
37,Female,Festival,Music,Robotics,Psychologist,Limited Edition Sneakers,₹500-₹2000,Pet Accessories
43,Female,Housewarming,Gaming,Cycling,Therapist,Luxury Pen,₹2000-₹5000,Noise-Canceling Headphones
76,Male,Corporate,Fashion,Robotics,Student,Skincare Set,₹500-₹2000,Laptop Stand
58,Male,Milestone Hitting,Adventure,Writing,Stock Trader,VR Headset,₹2000-₹5000,Cooking Kit
70,Prefer not to say,Retirement,Home Decor,Car Collecting,Business Owner,Wireless Charger,"₹10,000-₹20,000",Backpack
56,Other,Festival,Pets,Baking,Engineer,Luxury Pen,₹2000-₹5000,Jewelry
73,Male,Appreciation,Adventure,Gardening,Freelancer,Concert Tickets,"₹5000-₹10,000",Fitness Tracker
78,Other,Corporate,Fashion,Robotics,Therapist,Personalized Mug,₹500-₹2000,Limited Edition Sneakers
18,Non-binary,Birthday,Books,Cycling,Biotechnologist,Subscription Box,₹100-₹500,Coffee Maker
38,Male,Baby Shower,Books,Robotics,Politician,Wireless Charger,"₹20,000+",Mini Projector
62,Other,Birthday,Pets,Archery,Artist,Personalized Mug,"₹20,000+",Customized Notebook
6,Non-binary,Baby Shower,Productivity,Hiking,Veterinarian,Shoes,₹500-₹2000,Perfume
47,Prefer not to say,Milestone Hitting,Collectibles,Reading,Stock Trader,Fitness Tracker,"₹5000-₹10,000",Wireless Charger
45,Other,Milestone Hitting,Eco-friendly,Car Collecting,Athlete,Drone,"₹20,000+",Digital Drawing Tablet
7,Male,Milestone Hitting,Art,Gardening,Veterinarian,Sunglasses,₹2000-₹5000,Sports Jersey
52,Other,Baby Shower,DIY,Reading,Freelancer,Candle Set,₹500-₹2000,Subscription Box
56,Other,Wedding,Home Decor,Gaming,Researcher,Sunglasses,"₹20,000+",Bluetooth Earbuds
48,Prefer not to say,Milestone Hitting,Gourmet,Gardening,Engineer,Jewelry,"₹20,000+",Board Game
35,Female,Acheivement,Home Decor,Baking,Engineer,Concert Tickets,₹500-₹2000,Sunglasses
70,Non-binary,Corporate,Adventure,Cooking,Veterinarian,Handbag,₹2000-₹5000,Smart Home Device
41,Male,Success,Luxury,Dancing,Entrepreneur,Luxury Pen,₹500-₹2000,Sunglasses
51,Male,Baby Shower,Gaming,Robotics,Actor,Concert Tickets,"₹20,000+",Luxury Pen
8,Non-binary,Milestone Hitting,Tech,Podcasting,Business Owner,Coffee Maker,₹500-₹2000,Cooking Kit
67,Prefer not to say,Acheivement,Adventure,Dancing,Chef,Jewelry,₹2000-₹5000,Headphones
29,Prefer not to say,Farewell,Pets,Cooking,Student,Gaming Console,"₹20,000+",Wireless Charger
42,Prefer not to say,Appreciation,Anime & Comics,Car Collecting,Lawyer,VR Headset,₹2000-₹5000,Jewelry
80,Prefer not to say,Baby Shower,Art,Painting,Athlete,Concert Tickets,"₹10,000-₹20,000",Gaming Console
27,Non-binary,Baby Shower,Luxury,Cycling,Fashion Designer,Shoes,"₹10,000-₹20,000",Backpack
19,Other,Farewell,Music,Gaming,Teacher,Jewelry,₹2000-₹5000,Puzzle Set
56,Female,Corporate,Books,Cooking,Artist,Limited Edition Sneakers,"₹20,000+",DIY Craft Kit
33,Female,Anniversary,Gourmet,Fishing,Artist,Perfume,"₹10,000-₹20,000",Portable Speaker
38,Non-binary,Anniversary,Art,Yoga,Teacher,Smartwatch,"₹10,000-₹20,000",Digital Drawing Tablet
51,Non-binary,Anniversary,Travel,Reading,Politician,Portable Speaker,"₹20,000+",Book
32,Other,Retirement,Music,Singing,Entrepreneur,Sunglasses,"₹5000-₹10,000",Personalized Keychain
44,Prefer not to say,Baby Shower,Science & Space,Cycling,Biotechnologist,Shoes,₹500-₹2000,Comic Books
18,Prefer not to say,Farewell,Collectibles,Cycling,Psychologist,Book,₹2000-₹5000,Perfume
56,Male,Baby Shower,Home Decor,Calligraphy,Therapist,Board Game,₹100-₹500,Digital Drawing Tablet
45,Male,Wedding,Luxury,Cycling,Lawyer,Backpack,"₹5000-₹10,000",Noise-Canceling Headphones
80,Non-binary,Housewarming,Books,Car Collecting,Athlete,Luxury Pen,₹500-₹2000,DIY Craft Kit
72,Non-binary,Farewell,Books,Podcasting,Entrepreneur,Subscription Box,₹500-₹2000,Mini Projector
70,Non-binary,Housewarming,Productivity,Cycling,Doctor,Sports Jersey,"₹20,000+",Smart Home Device
22,Female,Appreciation,Self-care,Singing,Psychologist,Coffee Maker,"₹20,000+",Headphones
39,Other,Retirement,Spirituality,Photography,Student,Gaming Console,₹2000-₹5000,VR Headset
24,Male,Wedding,Spirituality,Gaming,Engineer,Wireless Charger,"₹5000-₹10,000",Running Shoes
63,Prefer not to say,Farewell,Self-care,Robotics,Scientist,Sunglasses,₹500-₹2000,Subscription Box
21,Female,Milestone Hitting,Anime & Comics,Martial Arts,Teacher,Subscription Box,"₹20,000+",Shoes
12,Male,Appreciation,Pets,Dancing,Teacher,Limited Edition Sneakers,₹500-₹2000,Perfume
62,Prefer not to say,Anniversary,Science & Space,Reading,Designer,Headphones,"₹20,000+",Fitness Tracker
62,Prefer not to say,Milestone Hitting,Science & Space,Reading,Astronomer,Board Game,₹100-₹500,DIY Craft Kit
46,Female,Graduation,Adventure,Fishing,Writer,Pet Accessories,"₹10,000-₹20,000",Handmade Soap Set
41,Non-binary,Success,Luxury,Painting,Researcher,Personalized Mug,₹100-₹500,Massage Gun
7,Prefer not to say,Farewell,Books,Sports,Entrepreneur,Board Game,"₹10,000-₹20,000",Coffee Maker
59,Female,Acheivement,Science & Space,Cooking,Politician,Fitness Tracker,₹2000-₹5000,Backpack
58,Other,Bachelorette,Science & Space,Hiking,Engineer,Skincare Set,₹100-₹500,Smartwatch
75,Prefer not to say,Wedding,Tech,Fishing,Pilot,Personalized Mug,₹500-₹2000,Coffee Maker
76,Prefer not to say,Bachelorette,Gourmet,Baking,Doctor,Smartwatch,₹500-₹2000,Comic Books
22,Prefer not to say,Housewarming,Fitness,Knitting,Freelancer,Fitness Tracker,₹100-₹500,Skincare Set
21,Male,Retirement,Self-care,Martial Arts,Engineer,Candle Set,"₹5000-₹10,000",Vinyl Records
19,Other,Acheivement,Productivity,Dancing,Biotechnologist,Personalized Mug,"₹5000-₹10,000",Handmade Soap Set
50,Other,Anniversary,Spirituality,Painting,Fashion Designer,Personalized Mug,₹500-₹2000,Handmade Soap Set
6,Prefer not to say,Appreciation,Home Decor,Travel Blogging,Athlete,Drone,"₹10,000-₹20,000",Handbag
60,Other,Appreciation,Gourmet,Yoga,Stock Trader,Perfume,"₹5000-₹10,000",Massage Gun
72,Male,Anniversary,Gourmet,Gaming,Psychologist,Candle Set,"₹20,000+",Candle Set
66,Prefer not to say,Housewarming,Collectibles,Cooking,Astronomer,Sunglasses,₹100-₹500,Fitness Tracker
75,Male,Acheivement,Anime & Comics,Calligraphy,Researcher,Drone,₹2000-₹5000,Shoes
34,Male,Graduation,Gaming,Calligraphy,Biotechnologist,Smartwatch,"₹20,000+",Personalized Mug
27,Male,Acheivement,DIY,Gaming,Freelancer,Drone,₹2000-₹5000,Portable Speaker
42,Male,Corporate,Pets,Knitting,Pilot,Luxury Pen,"₹5000-₹10,000",Concert Tickets
61,Other,Anniversary,Pets,Gardening,Veterinarian,Fitness Tracker,₹2000-₹5000,Jewelry
42,Prefer not to say,Corporate,Gaming,Meditation,Veterinarian,Board Game,"₹10,000-₹20,000",Mini Projector
15,Male,Bachelorette,Eco-friendly,Robotics,Chef,Candle Set,"₹10,000-₹20,000",Perfume
30,Non-binary,Birthday,Self-care,Knitting,Freelancer,Skincare Set,₹500-₹2000,Camping Gear
10,Non-binary,Housewarming,Fitness,Woodworking,Writer,Book,₹100-₹500,Leather Wallet
17,Other,Birthday,Books,Travel Blogging,Artist,Backpack,₹2000-₹5000,Subscription Box
79,Prefer not to say,Success,Collectibles,Reading,Business Owner,VR Headset,"₹10,000-₹20,000",Skincare Set
18,Male,Farewell,Science & Space,Knitting,Athlete,Perfume,₹2000-₹5000,Cooking Kit
61,Female,Bachelorette,Tech,Meditation,Researcher,Book,"₹20,000+",Limited Edition Sneakers
52,Prefer not to say,Corporate,Tech,Writing,Psychologist,Drone,₹2000-₹5000,Vinyl Records
43,Female,Appreciation,Pets,Fishing,Doctor,Perfume,"₹20,000+",Laptop Stand
69,Prefer not to say,Festival,Books,Gaming,Business Owner,Perfume,₹500-₹2000,Limited Edition Sneakers
8,Other,Anniversary,Eco-friendly,Writing,Musician,Headphones,"₹20,000+",Action Figures
13,Male,Festival,Luxury,Writing,Researcher,Shoes,₹500-₹2000,Puzzle Set
70,Other,Birthday,Art,Gaming,Designer,Portable Speaker,"₹20,000+",VR Headset
71,Non-binary,Milestone Hitting,Pets,Woodworking,Researcher,Subscription Box,₹2000-₹5000,Sports Jersey
53,Male,Farewell,Gaming,Baking,Freelancer,VR Headset,₹100-₹500,Puzzle Set
46,Other,Acheivement,DIY,Gaming,Fashion Designer,Drone,₹100-₹500,Handbag
74,Prefer not to say,Farewell,Self-care,Cooking,Student,Skincare Set,"₹20,000+",Gaming Console
74,Non-binary,Corporate,Travel,Fishing,Lawyer,Coffee Maker,"₹20,000+",Concert Tickets
45,Prefer not to say,Baby Shower,Gourmet,Woodworking,Freelancer,Skincare Set,"₹10,000-₹20,000",Succulent Plant Set
12,Non-binary,Birthday,Adventure,Painting,Scientist,Sunglasses,"₹20,000+",Sunglasses
34,Non-binary,Wedding,Books,Car Collecting,Researcher,Customized Notebook,"₹5000-₹10,000",Painting Kit
45,Non-binary,Corporate,Gourmet,Sports,Writer,Gift Card,"₹5000-₹10,000",Limited Edition Sneakers
62,Other,Acheivement,Fashion,Car Collecting,Actor,Skincare Set,₹500-₹2000,Concert Tickets
13,Female,Wedding,Fitness,Yoga,Veterinarian,Limited Edition Sneakers,₹500-₹2000,Tea Collection Set
73,Prefer not to say,Bachelorette,Productivity,Writing,Artist,Candle Set,₹100-₹500,Puzzle Set
14,Female,Success,Gourmet,Calligraphy,Pilot,Sunglasses,₹100-₹500,Comic Books
31,Prefer not to say,Milestone Hitting,Spirituality,Fishing,Stock Trader,Perfume,₹500-₹2000,Wireless Charger
66,Male,Wedding,Books,Robotics,Teacher,Shoes,₹2000-₹5000,Luxury Pen
66,Other,Baby Shower,Collectibles,Painting,Actor,Pet Accessories,"₹10,000-₹20,000",Luxury Pen
13,Prefer not to say,Acheivement,Travel,Hiking,Chef,Portable Speaker,"₹5000-₹10,000",Subscription Box
17,Female,Housewarming,Gaming,Cycling,Therapist,Fitness Tracker,₹100-₹500,Laptop Stand
9,Prefer not to say,Success,Anime & Comics,Gaming,Artist,Drone,₹2000-₹5000,Action Figures
69,Female,Wedding,Travel,Car Collecting,Student,Personalized Mug,"₹5000-₹10,000",DIY Craft Kit
66,Female,Corporate,Luxury,Fishing,Actor,Wireless Charger,₹100-₹500,Succulent Plant Set
12,Non-binary,Retirement,Productivity,Writing,Astronomer,Perfume,"₹10,000-₹20,000",Concert Tickets
78,Other,Acheivement,Self-care,Cooking,Writer,VR Headset,"₹20,000+",Headphones
73,Male,Baby Shower,Fitness,Photography,Business Owner,VR Headset,₹500-₹2000,Headphones
35,Prefer not to say,Wedding,Spirituality,Sports,Entrepreneur,Book,₹100-₹500,VR Headset
61,Prefer not to say,Graduation,Productivity,Painting,Student,Handbag,₹2000-₹5000,Sunglasses
29,Prefer not to say,Graduation,Pets,Painting,Astronomer,Handbag,"₹20,000+",Candle Set
64,Female,Milestone Hitting,Spirituality,Knitting,Pilot,Personalized Mug,"₹20,000+",Massage Gun
26,Non-binary,Festival,Books,Baking,Designer,Luxury Pen,₹2000-₹5000,Vinyl Records
74,Prefer not to say,Appreciation,Pets,Astrophotography,Veterinarian,Jewelry,"₹10,000-₹20,000",Backpack
39,Non-binary,Appreciation,Science & Space,Archery,Engineer,Wireless Charger,₹2000-₹5000,Handbag
42,Female,Appreciation,Fashion,Martial Arts,Teacher,Skincare Set,₹100-₹500,Sunglasses
18,Other,Corporate,Tech,Dancing,Veterinarian,Pet Accessories,"₹5000-₹10,000",Smart Speaker
67,Other,Retirement,Anime & Comics,Robotics,Researcher,Candle Set,₹100-₹500,Gaming Console
78,Male,Retirement,Anime & Comics,Robotics,Lawyer,Gift Card,"₹5000-₹10,000",Leather Wallet
38,Female,Anniversary,Pets,Robotics,Teacher,Sports Jersey,₹2000-₹5000,Coffee Maker
14,Other,Festival,Self-care,Martial Arts,Lawyer,Board Game,₹2000-₹5000,Smartwatch
75,Prefer not to say,Corporate,Books,Calligraphy,Doctor,Coffee Maker,"₹10,000-₹20,000",Handmade Soap Set
12,Other,Acheivement,Science & Space,Gardening,Stock Trader,Luxury Pen,"₹5000-₹10,000",Portable Speaker
29,Other,Corporate,Anime & Comics,Yoga,Writer,Smartwatch,"₹5000-₹10,000",Vinyl Records
67,Non-binary,Milestone Hitting,Adventure,Singing,Engineer,VR Headset,₹500-₹2000,Wireless Charger
55,Non-binary,Housewarming,Gaming,Gardening,Writer,Book,"₹10,000-₹20,000",Luxury Pen
28,Non-binary,Festival,Eco-friendly,Dancing,Psychologist,Smartwatch,₹100-₹500,Drone
34,Prefer not to say,Acheivement,Adventure,Singing,Fashion Designer,Board Game,"₹20,000+",Action Figures
66,Non-binary,Corporate,Eco-friendly,Dancing,Psychologist,Pet Accessories,"₹5000-₹10,000",Smartwatch
